ID,Name,Host Id,Host Id Verified,Host Name,Neighbourhood Group,Neighbourhood,Latitude,Longitude,Country,Instant Bookable,Cancellation Policy,Room Type,Number of Reviews,Reviews(per month),Average Ratings,Price in Dollars,Service Fee in Dollars,Minimum Nights,Availability 365,Construction Year,Property Age,Estimated Annual Revenue in Dollars,Occupancy Rate
1076449,Unknown,80835835733,FALSE,Unknown,Manhattan,West Village,40.73442,-74.00303,United States,FALSE,Strict,Entire home/apt,26,0.25,5,263,53,29,338,2013,Mid Age,789,92.60%
1077001,Sanctuary In East Flatbush,41763838164,FALSE,Anna,Brooklyn,Flatlands,40.63188,-73.93248,United States,TRUE,Moderate,Private room,2,0.02,4,96,19,2,334,2020,New Property,23.04,91.51%
1077553,Room With En Suite Bathroom & Deck,80213101260,TRUE,Dominik,Brooklyn,Clinton Hill,40.68730,-73.96340,United States,TRUE,Strict,Private room,426,3.89,3,"1,192",238,3,92,2021,New Property,55642.56,25.21%
1078106,Flat Macdonough,12359551036,FALSE,Frederick,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,United States,FALSE,Flexible,Entire home/apt,227,2.09,5,593,119,3,0,2010,Old Property,14872.44,0.00%
1078658,Huge Private  Floor At The Waverly,6534696854,TRUE,Adrian,Brooklyn,Clinton Hill,40.68630,-73.96765,United States,TRUE,Flexible,Private room,84,0.77,2,490,98,3,365,2012,Mid Age,4527.6,100.00%
1079210,"Modern Greenpoint, Brooklyn Apt",63891709973,TRUE,Martin,Brooklyn,Greenpoint,40.73409,-73.95348,United States,FALSE,Moderate,Entire home/apt,0,0.03,4,488,98,3,325,2016,Mid Age,175.68,89.04%
1079763,"Sun-Drenched, Artsy Modernist 1 Bdrm Duplex",83716006050,FALSE,Kellan,Brooklyn,Williamsburg,40.71561,-73.94835,United States,TRUE,Moderate,Entire home/apt,10,0.1,5,658,132,3,0,2004,Old Property,789.6,0.00%
1080315,"Sunny, Cobble Hill Apartment",82129516523,FALSE,Hailey,Brooklyn,Cobble Hill,40.68570,-73.99183,United States,FALSE,Flexible,Entire home/apt,4,0.04,3,"1,109",222,3,351,2017,Mid Age,532.32,96.16%
1080867,Fully Furnished Basement Apartment,57811865410,FALSE,Dominik,Queens,Flushing,40.74028,-73.83168,United States,TRUE,Strict,Private room,1,0.01,4,606,121,3,365,2018,Mid Age,72.72,100.00%
1081420,Flat Macdonough Garden,64718456383,FALSE,Ryan,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,United States,FALSE,Moderate,Entire home/apt,124,1.72,2,853,171,3,16,2007,Old Property,17605.92,4.38%
1081972,Light Filled Williamsburg Apartment,28474746188,FALSE,Heather,Brooklyn,Williamsburg,40.71596,-73.93938,United States,FALSE,Strict,Entire home/apt,11,0.11,3,172,34,3,325,2011,Mid Age,227.04,89.04%
1082524,Retreat In Williamsburg,22731046418,TRUE,Abraham,Brooklyn,Williamsburg,40.71492,-73.95935,United States,TRUE,Strict,Entire home/apt,240,2.19,3,621,64,4,337,2007,Old Property,16319.88,92.33%
1083076,Nyc Zen,83696952551,TRUE,Amelia,Manhattan,East Village,40.72354,-73.98295,United States,FALSE,Strict,Entire home/apt,30,0.28,5,621,119,3,344,2003,Old Property,2086.56,94.25%
1083629,Cozy Br In Wiliamsburg 3 Bedroom,26995415534,TRUE,Bruce,Brooklyn,Williamsburg,40.71165,-73.96087,United States,FALSE,Moderate,Private room,200,1.86,5,"1,133",227,3,166,2003,Old Property,25288.56,45.48%
1084181,Sunny Room In Old Historical Brooklyn Townhouse,7020663711,FALSE,Jessica,Brooklyn,Fort Greene,40.69101,-73.97312,United States,TRUE,Strict,Private room,27,1.05,4,162,32,8,18,2014,Mid Age,2041.2,4.93%
1084733,Sun Filled Classic West Village Apt,45352858672,TRUE,Valeria,Manhattan,West Village,40.73474,-74.00101,United States,FALSE,Moderate,Private room,79,0.74,3,944,189,4,130,2009,Old Property,8382.72,35.62%
1085286,Lg Rm In Historic Prospect Heights,28372000134,FALSE,Wilson,Brooklyn,Prospect Heights,40.67386,-73.96641,United States,TRUE,Moderate,Private room,9,0.09,2,505,101,15,43,2009,Old Property,545.4,11.78%
1085838,Classic Artist Loft Williamsburg,85684057000,TRUE,Mike,Brooklyn,Williamsburg,40.71536,-73.96057,United States,TRUE,Strict,Private room,155,1.61,2,113,23,3,18,2009,Old Property,2183.16,4.93%
1086390,Unknown,47292670441,FALSE,Dainton,Brooklyn,Prospect Heights,40.67410,-73.96595,United States,FALSE,Flexible,Entire home/apt,4,0.05,3,810,162,15,0,2020,New Property,486,0.00%
1086943,Private Bdrm/Bathrm. New! Elevator!,80380133240,FALSE,Audrey,Manhattan,East Harlem,40.79295,-73.93997,United States,TRUE,Moderate,Private room,34,0.32,5,370,74,2,365,2022,New Property,1420.8,100.00%
1091913,Luxurious Condo In Dubmo With View,20270952150,FALSE,Edith,Brooklyn,Dumbo,40.70207,-73.98571,United States,TRUE,Strict,Private room,14,0,2,385,77,47,190,2016,Mid Age,0,52.05%
1092466,Charming & Cozy Midtown Loft Any Week Ends  !!!,3310140241,TRUE,Luke,Manhattan,Upper East Side,40.76123,-73.96420,United States,FALSE,Flexible,Entire home/apt,4,0,1,950,190,81,335,2021,New Property,0,91.78%
1093018,* Spacious Garden Park Slope Duplex* 6 People Max,61571782497,TRUE,Nicole,Brooklyn,Gowanus,40.66858,-73.99083,United States,FALSE,Strict,Entire home/apt,80,0,2,374,75,144,52,2021,New Property,0,14.25%
1093570,Convenient Cozy Cheap Apt Manhattan,29280666536,FALSE,Agata,Manhattan,Harlem,40.82704,-73.94907,United States,FALSE,Flexible,Entire home/apt,2,0,4,375,75,371,70,2011,Mid Age,0,19.18%
1094122,Parlor Room In Victorian Townhouse,45745264571,FALSE,Heather,Brooklyn,Clinton Hill,40.68843,-73.96408,United States,TRUE,Strict,Private room,294,0,3,925,185,149,311,2004,Old Property,0,85.21%
1094675,House On Henry (2Nd Flr Suite),44408473243,FALSE,James,Brooklyn,Carroll Gardens,40.67830,-74.00135,United States,FALSE,Moderate,Entire home/apt,150,1.4,5,842,168,273,141,2008,Old Property,14145.6,38.63%
1095227,New York Room With A View,95792367490,FALSE,Dexter,Staten Island,St. George,40.64524,-74.08088,United States,TRUE,Strict,Private room,166,1.66,4,"1,015",203,131,0,2003,Old Property,20218.8,0.00%
1095779,Sunny Cozy Room In Brklyn Townhouse,29877853006,FALSE,Jared,Brooklyn,Bushwick,40.70641,-73.91765,United States,FALSE,Moderate,Private room,47,0.94,5,503,101,275,263,2014,Mid Age,5673.84,72.05%
1096332,Room With A View,80294758485,FALSE,Eric,Bronx,Highbridge,40.83232,-73.93184,United States,TRUE,Flexible,Private room,219,2.04,1,483,97,323,200,2006,Old Property,11823.84,54.79%
1096884,Light+Open+Airy+Rustic+Modern Loft,33855109201,FALSE,Freddie,Brooklyn,Williamsburg,40.71045,-73.96770,United States,FALSE,Strict,Entire home/apt,193,1.78,4,176,35,59,219,2005,Old Property,3759.36,60.00%
1097436,West Inn 2 - East Village,56474290668,FALSE,Olivia,Manhattan,East Village,40.72518,-73.98034,United States,FALSE,Flexible,Private room,84,0.78,4,185,37,99,144,2020,New Property,1731.6,39.45%
1097989,Financial District Luxury Loft,57567873573,TRUE,Amy,Manhattan,Financial District,40.70666,-74.01374,United States,FALSE,Strict,Entire home/apt,114,1.06,4,387,77,268,320,2022,New Property,4922.64,87.67%
1098541,Brooklyn Victorian Style Suite.....,83631499592,FALSE,Frederick,Brooklyn,Fort Greene,40.69098,-73.97113,United States,FALSE,Flexible,Private room,213,2,5,"1,155",231,1,19,2008,Old Property,27720,5.21%
1099093,Your Own Lovely West Village Studio,64716183027,TRUE,April,Manhattan,West Village,40.73756,-74.00405,United States,FALSE,Strict,Entire home/apt,86,0.8,1,665,133,189,293,2017,Mid Age,6384,80.27%
1099645,Accommodations Galore#3. 1-5 Guests,13628045272,TRUE,Daniel,Manhattan,Harlem,40.81526,-73.94791,United States,TRUE,Strict,Entire home/apt,80,0.75,2,175,35,30,58,2013,Mid Age,1575,15.89%
1100198,Greenwich Village Stylish Apartment,31589665723,FALSE,Jared,Manhattan,West Village,40.73423,-74.00460,United States,TRUE,Strict,Entire home/apt,38,0.36,1,408,82,340,163,2012,Mid Age,1762.56,44.66%
1100750,Clean And Cozy Harlem Apartment,42380667906,TRUE,Ashton,Manhattan,Harlem,40.82374,-73.93730,United States,FALSE,Strict,Entire home/apt,18,1.79,3,601,120,128,240,2019,Mid Age,12909.48,65.75%
1101302,"Fort Greene, Brooklyn: Center Bedroom",9549678609,FALSE,Adele,Brooklyn,Fort Greene,40.68863,-73.97691,United States,FALSE,Flexible,Private room,206,1.92,4,107,21,350,96,2011,Mid Age,2465.28,26.30%
1101855,Beautiful Queens Brownstone! - 5Br,65716686884,FALSE,Brad,Queens,Ridgewood,40.70382,-73.89797,United States,TRUE,Flexible,Entire home/apt,10,0.11,4,724,145,166,300,2011,Mid Age,955.68,82.19%
1102407,Couldn'T Be Closer To Columbia Uni,44580630332,FALSE,Bruce,Manhattan,Morningside Heights,40.80549,-73.95924,United States,FALSE,Strict,Private room,122,1.18,4,450,90,110,365,2019,Mid Age,6372,100.00%
1102959,Unknown,35675205624,FALSE,Daniel,Brooklyn,Williamsburg,40.71627,-73.95870,United States,FALSE,Strict,Entire home/apt,33,0.58,4,"1,153",231,57,365,2004,Old Property,8024.88,100.00%
1103512,Park Slope Haven 15 Mins From Soho,36806839312,FALSE,Kelsey,Brooklyn,Park Slope,40.67994,-73.97863,United States,FALSE,Strict,Entire home/apt,52,0.5,4,327,65,142,83,2015,Mid Age,1962,22.74%
1104064,Safe  And Beautiful Accomodation,93242543275,TRUE,Natalie,Brooklyn,Bedford-Stuyvesant,40.67992,-73.94750,United States,FALSE,Strict,Private room,126,1.17,3,946,189,366,332,2015,Mid Age,13281.84,90.96%
1104616,Large Room In Private Brownstone In Park Slope,25032439747,FALSE,Lana,Brooklyn,Prospect Heights,40.67868,-73.97307,United States,FALSE,Strict,Private room,51,0.48,3,498,100,3,271,2017,Mid Age,2868.48,74.25%
1105168,"New York City, 1 Bdrm.(Near Central Park & Metro)",40177622054,FALSE,Victor,Manhattan,Upper East Side,40.76834,-73.95334,United States,FALSE,Flexible,Private room,199,1.85,3,720,144,3,156,2020,New Property,15984,42.74%
1105721,"Large, Comfy 1Bdr W/Character!!!",5715989004,TRUE,Edgar,Brooklyn,Bedford-Stuyvesant,40.68237,-73.94150,United States,FALSE,Flexible,Entire home/apt,30,0.29,3,174,35,3,167,2011,Mid Age,605.52,45.75%
1106273,Chelsea Studio Sublet 1 - 2 Months,4828083235,TRUE,Antony,Manhattan,Chelsea,40.74031,-73.99999,United States,TRUE,Moderate,Entire home/apt,3,0.03,3,323,65,3,167,2021,New Property,116.28,45.75%
1106825,Lux Apt In Times Square New Building,93725364475,FALSE,Aiden,Manhattan,Hell'S Kitchen,40.76307,-73.99665,United States,FALSE,Moderate,Entire home/apt,41,0.38,2,539,108,3,167,Unknown,New Property,2457.84,45.75%
1107378,Designer 1 Br Duplex W/ Terrace- Spectacular Views,11711269275,TRUE,Antony,Manhattan,Lower East Side,40.71882,-73.98852,United States,FALSE,Strict,Entire home/apt,109,1.04,2,232,46,3,167,Unknown,Mid Age,2895.36,45.75%
1107930,Lovely Apt & Garden;  Legal;  Best Area; Amenities,47754762661,FALSE,Clark,Brooklyn,South Slope,40.66930,-73.98804,United States,FALSE,Flexible,Entire home/apt,151,1.43,4,968,194,3,167,Unknown,Mid Age,16610.88,45.75%
1108482,1 Bedroom In 2 Bdrm Apt- Upper East,53580758729,FALSE,Unknown,Manhattan,Upper East Side,40.77333,-73.95199,United States,FALSE,Flexible,Private room,0,0,1,460,92,14,167,Unknown,New Property,0,45.75%
1109035,Lower East Side $57~/Night,66711255974,TRUE,Unknown,Manhattan,Lower East Side,40.72319,-73.99201,United States,FALSE,Moderate,Private room,285,2.69,1,81,16,1,167,Unknown,Old Property,2614.68,45.75%
1109587,Prime Location In Manhattan,47239505401,TRUE,Unknown,Manhattan,Chelsea,40.74859,-73.99671,United States,TRUE,Flexible,Private room,375,3.52,3,267,53,1,167,Unknown,Old Property,11278.08,45.75%
1110139,( F) Excellent/Pvt Rm,39463875808,FALSE,Unknown,Queens,Jamaica,40.67252,-73.76597,United States,TRUE,Moderate,Private room,52,0.49,2,"1,084",217,2,167,Unknown,Mid Age,6373.92,45.75%
1110691,"Quiet, Sunny Midtown Manhattan Apt.",72064826815,TRUE,Unknown,Manhattan,Hell'S Kitchen,40.76244,-73.99271,United States,TRUE,Flexible,Entire home/apt,10,1.01,3,402,80,5,167,2013,Mid Age,4872.24,45.75%
1111244,Big Room/Washer-Dryer/Wifi/Ac/Jmz,43945171386,TRUE,Unknown,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,United States,FALSE,Unknown,Private room,11,0.48,3,457,91,2,167,Unknown,New Property,2632.32,45.75%
1111796,Cozy Studio With Parking Spot,16211727428,FALSE,Dale,Queens,Middle Village,40.71722,-73.87856,United States,FALSE,Unknown,Entire home/apt,33,0.31,4,938,188,30,167,Unknown,New Property,3489.36,45.75%
1112348,Clean And Convenient 2Br Apartment,51018805199,FALSE,Lydia,Queens,Ridgewood,40.70234,-73.89816,United States,FALSE,Unknown,Private room,6,0.06,3,405,81,7,365,Unknown,New Property,291.6,100.00%
1112901,Unknown,21389589535,FALSE,Annabella,Queens,Middle Village,40.71546,-73.87854,United States,FALSE,Unknown,Entire home/apt,38,0.38,4,907,181,7,294,Unknown,New Property,4135.92,80.55%
1113453,Unknown,80926683538,FALSE,Cherry,Brooklyn,Williamsburg,40.71950,-73.95976,United States,FALSE,Unknown,Entire home/apt,358,3.44,3,693,139,2,286,Unknown,Old Property,28607.04,78.36%
1114005,Unknown,20738355824,FALSE,Nicholas,Manhattan,Hell'S Kitchen,40.76548,-73.98474,United States,FALSE,Unknown,Shared room,10,0.09,1,586,117,6,365,Unknown,New Property,632.88,100.00%
1114558,Unknown,27207072817,FALSE,Jack,Manhattan,Harlem,40.80234,-73.95603,United States,FALSE,Unknown,Private room,0,0,1,112,22,30,12,Unknown,New Property,0,3.29%
1115110,Unknown,87631747854,FALSE,Amanda,Brooklyn,Prospect Heights,40.67870,-73.97262,United States,FALSE,Strict,Private room,226,2.12,4,936,187,2,263,Unknown,Old Property,23811.84,72.05%
1115662,Unknown,14045566528,FALSE,Adrianna,Manhattan,Harlem,40.81035,-73.94598,United States,FALSE,Moderate,Entire home/apt,104,1,1,749,150,1,15,2022,New Property,8988,4.11%
1116214,Cozy Bedroom By Yankee Stadium,30253075852,FALSE,Vincent,Bronx,Highbridge,40.83075,-73.93058,United States,TRUE,Flexible,Private room,138,1.45,1,538,108,1,138,2007,Old Property,9361.2,37.81%
1116767,Great Apartment With Private Bathroom And Entrance,50778476532,FALSE,Frederick,Manhattan,East Harlem,40.79958,-73.94275,United States,FALSE,Flexible,Private room,204,1.92,1,252,50,5,327,2007,Old Property,5806.08,89.59%
1117319,Private Garden Apt • New Renovation,760769897,FALSE,Ryan,Brooklyn,Williamsburg,40.71625,-73.93845,United States,TRUE,Moderate,Entire home/apt,253,3.04,3,621,176,2,124,2020,New Property,22654.08,33.97%
1117871,Modern Comfort In Art Infused Landmark Brownstone,25801284480,FALSE,Tiana,Brooklyn,Bedford-Stuyvesant,40.68290,-73.93549,United States,TRUE,Strict,Private room,23,0.22,5,621,152,2,137,2019,Mid Age,1639.44,37.53%
1118424,"Noho/East Village, Private 1/2 Bath",62325020363,FALSE,Perkins,Manhattan,Noho,40.72773,-73.99134,United States,TRUE,Flexible,Private room,115,1.17,2,621,151,2,192,2016,Mid Age,8718.84,52.60%
1118976,Sleek & Comfortable Soho Apt,47502993049,FALSE,Brown,Manhattan,West Village,40.72861,-74.00490,United States,FALSE,Moderate,Entire home/apt,129,0,2,621,48,5,81,2006,Old Property,0,22.19%
1119528,Spacious Williamsburg Share W/ Loft Bed,21636248705,TRUE,Perry,Brooklyn,Williamsburg,40.70979,-73.95162,United States,FALSE,Strict,Private room,82,0,4,131,26,4,361,2017,Mid Age,0,98.90%
1120081,Cozy 2 Br In Sunny Fort Greene Apt,30191089894,FALSE,Andrews,Brooklyn,Fort Greene,40.68656,-73.97525,United States,FALSE,Strict,Private room,37,0.35,1,444,89,3,341,2005,Old Property,1864.8,93.42%
1120633,Cozy East Village Railroad 1 Bed!,79861348248,TRUE,Cooper,Manhattan,East Village,40.72752,-73.98432,United States,FALSE,Strict,Entire home/apt,204,2.04,5,"1,089",218,1,353,2010,Old Property,26658.72,96.71%
1121185,1 Bedroom Loft W/ Private Roof Deck,11696098683,FALSE,Foster,Brooklyn,Greenpoint,40.72900,-73.95829,United States,TRUE,Strict,Entire home/apt,69,0.65,2,518,104,2,213,2017,Mid Age,4040.4,58.36%
1121737,City Room - Private & Comfy Bedroom,38264908739,TRUE,Morrison,Manhattan,Harlem,40.81219,-73.94499,United States,TRUE,Strict,Private room,192,1.84,5,220,44,1,137,2010,Old Property,4857.6,37.53%
1122290,Elegant Nyc Pad,49921339869,FALSE,Bennett,Queens,Ditmars Steinway,40.77185,-73.90502,United States,TRUE,Moderate,Entire home/apt,17,0.16,3,"1,133",227,2,336,2016,Mid Age,2175.36,92.05%
1122842,"Clean & Bright 1Br In Cobble Hill, Great Location!",38579657286,FALSE,Baker,Brooklyn,Cobble Hill,40.68926,-73.99386,United States,TRUE,Strict,Entire home/apt,222,2.12,2,316,63,2,23,2021,New Property,8039.04,6.30%
1123394,"Modern, Large East Village Loft",13467711251,FALSE,Spencer,Manhattan,East Village,40.72821,-73.98701,United States,TRUE,Flexible,Entire home/apt,205,1.96,4,396,79,3,19,2015,Mid Age,9313.92,5.21%
1123947,"Great New Apt, Close To Everything",79638424542,TRUE,Ross,Manhattan,Hell'S Kitchen,40.76720,-73.98508,United States,FALSE,Flexible,Entire home/apt,94,0.96,5,813,163,3,365,2020,New Property,9365.76,100.00%
1124499,Quiet & Clean Retreat In The City,18399221085,FALSE,Rogers,Manhattan,East Village,40.73012,-73.99053,United States,FALSE,Moderate,Entire home/apt,7,0.07,3,111,22,3,365,2017,Mid Age,93.24,100.00%
1125051,Stylish Large Gramercy Loft!,80178020812,FALSE,Martin,Manhattan,Flatiron District,40.74030,-73.98498,United States,TRUE,Strict,Entire home/apt,108,1.09,2,908,182,2,78,2020,New Property,11876.64,21.37%
1125604,The Brownstone-Luxury 1 Bd Apt/Nyc,95734990661,TRUE,Dixon,Manhattan,Harlem,40.80931,-73.94343,United States,TRUE,Moderate,Entire home/apt,222,2.1,5,823,165,3,188,2008,Old Property,20739.6,51.51%
1126156,Private Room On Historic Sugar Hill,46480721644,FALSE,Allen,Manhattan,Harlem,40.82510,-73.94287,United States,TRUE,Flexible,Private room,458,4.58,4,186,37,1,338,2011,Mid Age,10222.56,92.60%
1126708,South Slope Green,20576025416,TRUE,Murphy,Brooklyn,Windsor Terrace,40.65850,-73.98397,United States,FALSE,Strict,Private room,21,0.26,1,84,17,2,66,2021,New Property,262.08,18.08%
1127260,"17 Flr. Manhattan Views, Nr. Subway",81471714501,FALSE,Clark,Manhattan,Roosevelt Island,40.76193,-73.95010,United States,FALSE,Moderate,Private room,17,0.3,4,241,48,7,322,2018,Mid Age,867.6,88.22%
1127813,"Spacious 1Br, Adorable Clean Quiet",5961679794,TRUE,Montgomery,Manhattan,Lower East Side,40.72052,-73.98589,United States,FALSE,Strict,Entire home/apt,41,0.39,3,54,11,3,322,2017,Mid Age,252.72,88.22%
1128365,"Nice, Clean, Safe, Convenient 3Br",41153188173,FALSE,Fowler,Queens,Ridgewood,40.70411,-73.89934,United States,TRUE,Strict,Entire home/apt,1,0.01,5,656,131,14,80,2020,New Property,78.72,21.92%
1128917,Franklin St Flat In Trendy Greenpoint Brooklyn,25015494698,FALSE,Payne,Brooklyn,Greenpoint,40.73401,-73.95967,United States,TRUE,Flexible,Entire home/apt,69,0.67,5,509,102,2,146,2018,Mid Age,4092.36,40.00%
1129470,"Artistic, Cozy, And Spacious W/ Patio! Sleeps 5",14920488865,FALSE,Adams,Manhattan,Chinatown,40.71756,-73.99503,United States,FALSE,Flexible,Entire home/apt,18,0.18,5,"1,198",240,4,365,2016,Mid Age,2587.68,100.00%
1130022,Unknown,969495230,FALSE,Morrison,Manhattan,Midtown,40.75890,-73.96991,United States,TRUE,Flexible,Entire home/apt,82,0.78,1,588,118,30,329,2003,Old Property,5503.68,90.14%
1130574,Unknown,21781584182,TRUE,Miller,Manhattan,Soho,40.72003,-74.00262,United States,TRUE,Strict,Entire home/apt,94,0.99,1,228,46,4,9,2014,Mid Age,2708.64,2.47%
1131127,Unknown,12938638555,FALSE,Dixon,Manhattan,Greenwich Village,40.73194,-73.99474,United States,TRUE,Moderate,Entire home/apt,10,0.1,4,874,175,5,256,2011,Mid Age,1048.8,70.14%
1131679,Unknown,74291995690,FALSE,Cameron,Manhattan,East Harlem,40.79163,-73.94573,United States,FALSE,Flexible,Entire home/apt,183,1.83,2,"1,052",210,28,0,2020,New Property,23101.92,0.00%
1132231,City Room - Private Luxury Suite,34228394206,TRUE,Clark,Manhattan,Harlem,40.81180,-73.94434,United States,TRUE,Moderate,Private room,189,1.82,3,"1,127",225,1,83,2011,Mid Age,24613.68,22.74%
1132783,Private Room/Bath Luxurious Harlem,6289503909,FALSE,Payne,Manhattan,Harlem,40.81583,-73.94707,United States,FALSE,Flexible,Private room,1,0.11,4,137,27,2,173,Unknown,New Property,180.84,47.40%
1133336,The Gem Of The East Village,73371624660,TRUE,Russell,Manhattan,East Village,40.72654,-73.98049,United States,TRUE,Flexible,Entire home/apt,127,1.22,4,138,28,2,365,Unknown,Mid Age,2020.32,100.00%
1133888,"Bright And Spacious, Garden Below!",38278567651,FALSE,Cooper,Manhattan,Upper West Side,40.80021,-73.96071,United States,FALSE,Moderate,Entire home/apt,4,0.04,3,597,119,4,201,Unknown,New Property,286.56,55.07%
1134440,Accommodations Galore #2,81849555528,TRUE,Richardson,Manhattan,East Harlem,40.80942,-73.93936,United States,FALSE,Flexible,Entire home/apt,135,1.3,1,252,50,3,109,Unknown,Mid Age,3931.2,29.86%
1134993,Colorful Private One Bedroom Apt,39174831196,TRUE,Allen,Manhattan,Little Italy,40.71961,-73.99540,United States,TRUE,Flexible,Entire home/apt,21,0.2,5,959,192,2,12,Unknown,New Property,2301.6,3.29%
1135545,Huge Chelsea Loft,27743402115,TRUE,Thomas,Manhattan,Chelsea,40.74358,-74.00027,United States,FALSE,Flexible,Entire home/apt,35,0.34,1,595,119,2,0,2006,Old Property,2427.6,0.00%
